Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,Yearly Income,Per Capita Inc,User,Total_Credit_Limit,Num_Cards,CUR,Txn_Count,Total_Spend,Mean_Txn,Std_Txn,Max_Txn,CL_Quintile
Lionel Bailey,28,65,1991,12,Male,1963 Summit Lane,,Fort Lauderdale,FL,33312,26.14,-80.13,$20995,$42806,49194.0,712,3,42806.0,20995.0,1149,21100.0,3,100.0,4441,119635.06,26.938766043683856,72.6193126471173,1295.07,2
Alina Harris,69,66,1950,12,Female,20 Oak Street,,Yorba Linda,CA,92886,33.89,-117.78,$38948,$99825,4344.0,685,4,99825.0,38948.0,1150,81459.0,4,5.332744079843848,64244,4105019.83,63.897326287279746,118.58254033384968,4729.38,5
Kyleigh Watson,44,66,1975,5,Female,8659 El Camino Street,,Hamilton,OH,45013,39.39,-84.56,$19569,$39898,43630.0,682,3,39898.0,19569.0,1151,52411.0,3,83.24588349773903,27653,623769.88,22.557041912269916,66.56696560971154,1070.37,4
Octavia Miller,39,70,1980,12,Female,470 11th Lane,,Indianapolis,IN,46237,39.77,-86.14,$24233,$49412,42378.0,830,3,49412.0,24233.0,1152,54694.0,3,77.48199071196109,11946,816941.04,68.38615770969362,103.27764868264062,1508.45,4
Alfred Powell,22,68,1997,8,Male,6614 Ninth Boulevard,,Manchester,TN,37355,35.46,-86.08,$16349,$33337,71679.0,712,1,33337.0,16349.0,1153,4800.0,1,100.0,121,5645.250000000001,46.65495867768596,54.39539431347982,186.57,1
Milan Sanchez,58,57,1961,4,Female,9384 Lake Street,,Revere,MA,2151,42.41,-70.99,$20979,$17078,25245.0,719,4,17078.0,20979.0,1154,72125.0,4,35.001733102253034,39711,1898129.9500000002,47.7985935886782,58.146561427101354,1191.93,5
Alaina Allen,28,66,1992,2,Female,9706 Mountain View Street,,Tucson,AZ,85741,32.33,-111.05,$21494,$43826,84935.0,823,1,43826.0,21494.0,1155,17614.0,1,100.0,11107,454245.32999999996,40.897211668317276,66.27406426917806,1428.21,2
Maisie Edwards,51,66,1968,10,Female,29693 Bayview Drive,,Ladera Ranch,CA,92694,33.56,-117.63,$47991,$97845,255288.0,836,4,97845.0,47991.0,1156,83338.0,4,100.0,9131,583753.63,63.9309637498631,126.30646486245983,1605.65,5
Harry Ryan,56,65,1964,2,Male,8943 11th Drive,,Bristol,TN,37620,36.56,-82.19,$17795,$36285,67244.0,759,5,36285.0,17795.0,1157,44885.0,5,100.0,10232,412727.49,40.3369321735731,90.3142723549755,1642.13,4
Kathryn Harris,31,60,1988,9,Female,9633 Mill Lane,8.0,Aurora,CO,80013,39.69,-104.81,$24849,$50666,102318.0,617,3,50666.0,24849.0,1158,58977.0,3,100.0,19992,862647.41,43.14963035214086,100.86812666719528,6613.44,4
Marley Anwar,51,68,1968,7,Female,5537 Eighth Street,,Minneapolis,MN,55419,44.96,-93.26,$40364,$82298,182301.0,789,6,82298.0,40364.0,1159,178730.0,6,100.0,19915,1405016.1099999999,70.55064574441376,113.0367079670756,1589.72,5
Khalid Masvidal,25,71,1994,8,Male,99791 12th Boulevard,,Round Rock,TX,78681,30.51,-97.67,$31839,$64917,102747.0,689,4,64917.0,31839.0,1160,106540.0,4,96.43983480382956,3499,199622.09000000003,57.05118319519863,96.47724101530073,776.49,5
Yamileth Taylor,26,54,1993,7,Female,541 Federal Avenue,,Saint Petersburg,FL,33705,27.75,-82.64,$18100,$36909,102869.0,821,1,36909.0,18100.0,1161,13831.0,1,100.0,317,17773.2,56.066876971608835,74.8961293640514,698.17,1
Trevor Jones,24,70,1995,6,Male,5458 Spruce Street,,San Diego,CA,92122,32.85,-117.2,$34848,$71054,106595.0,767,2,71054.0,34848.0,1162,58750.0,2,100.0,148,4935.99,33.351283783783785,76.32886094979041,606.43,4
Malaya Lee,83,66,1936,9,Female,7978 Main Lane,,Gonzales,LA,70737,30.21,-90.92,$24703,$16620,1140.0,804,8,16620.0,24703.0,1163,91739.0,8,1.2426557952452064,16361,757543.0,46.30175417150541,85.02231677707272,1217.45,5
Rowan Richardson,45,66,1974,12,Female,238 Ocean View Lane,2799.0,Whittier,CA,90603,33.94,-117.99,$27973,$57027,21798.0,709,4,57027.0,27973.0,1164,40489.0,4,53.836844575069776,9242,636270.4299999999,68.84553451633845,117.8102072878417,1080.09,3
Vicente Sanders,18,71,2001,10,Male,3699 Lafayette Avenue,3.0,Omaha,NE,68107,41.26,-96.01,$14199,$28950,61297.0,609,1,28950.0,14199.0,1165,2721.0,1,100.0,83,2038.56,24.560963855421686,43.01790071823023,117.99,1
Zaylee Butler,50,69,1969,3,Female,9061 Grant Avenue,8.0,Alpharetta,GA,30022,34.06,-84.27,$0,$1426,3154.0,680,3,1426.0,0.0,1166,1441.0,3,100.0,42952,526881.87,12.266759871484448,22.085237126694796,423.06,1
Quentin Rogers,55,72,1964,11,Male,7680 Fourth Street,94.0,Batesville,MS,38606,34.31,-89.93,$15354,$31308,59817.0,742,7,31308.0,15354.0,1167,89566.0,7,66.78538731214971,33972,575559.46,16.94217178853173,59.802080595465995,1453.61,5
Wilson Morales,26,64,1993,5,Male,345 Elm Avenue,988.0,Palm Coast,FL,32164,29.57,-81.21,$14546,$29658,45750.0,589,2,29658.0,14546.0,1168,2185.0,2,100.0,67,2466.12,36.80776119402985,38.49993509670418,232.28,1
Emanuel Gutierrez,48,65,1971,9,Male,9 Fourth Drive,8.0,Newburgh,NY,12550,41.5,-74.02,$22762,$46408,0.0,847,7,46408.0,22762.0,1169,98053.0,7,0.0,15187,356401.69000000006,23.467550536643184,66.06729472631727,1017.18,5
Myra Faraday,39,63,1980,4,Female,396 Park Street,6644.0,Glade Valley,NC,28627,36.48,-81.05,$11431,$23307,31064.0,789,1,23307.0,11431.0,1170,9600.0,1,100.0,6287,150887.01,23.99984253220932,53.046654028933425,895.15,1
Sariah Fisher,31,69,1988,3,Female,4238 Birch Lane,,Wildersville,TN,38388,35.78,-88.36,$14435,$29433,61260.0,693,3,29433.0,14435.0,1171,29802.0,3,100.0,6312,191366.90000000002,30.317949936628647,75.42089944259526,1139.02,3
London Nguyen,27,69,1992,6,Male,581 Seventh Drive,,Henderson,NV,89012,36.0,-115.04,$30025,$61222,142541.0,779,1,61222.0,30025.0,1172,8807.0,1,100.0,119,3553.43,29.860756302521008,36.39815246395552,267.89,1
Camryn Morris,46,68,1973,5,Female,539 Pine Boulevard,45.0,Panama City,FL,32405,30.17,-85.67,$19508,$39770,72827.0,711,4,39770.0,19508.0,1173,32153.0,4,100.0,8513,276814.06999999995,32.51662986021378,60.702864905460686,1156.37,3
Zoie Morgan,48,66,1971,9,Female,9716 Third Lane,,Reno,NV,89511,39.38,-119.87,$38345,$78180,102759.0,740,3,78180.0,38345.0,1174,45431.0,3,100.0,9350,445246.48999999993,47.619945454545444,100.44690095781507,1614.02,4
Demetrius Walker,29,67,1991,1,Male,202 Washington Drive,,Pierre Part,LA,70339,29.95,-91.2,$23208,$47317,42433.0,680,2,47317.0,23208.0,1175,23211.0,2,100.0,4238,163638.87,38.61228645587541,62.05858940591898,1065.86,2
Michael Abe,41,58,1979,1,Male,1036 Spruce Street,,Gooding,ID,83330,43.01,-114.7,$14925,$30432,101847.0,624,1,30432.0,14925.0,1176,11986.0,1,100.0,13278,638101.22,48.0570281668926,70.47752553265805,1433.54,1
Titan Harris,39,70,1980,5,Male,546 First Avenue,871.0,Maryville,MO,64468,40.34,-94.87,$18226,$37165,0.0,771,3,37165.0,18226.0,1177,25089.0,3,0.0,12373,355510.99,28.73280449365554,79.00456542409741,1667.24,2
Darwin Diaz,46,66,1973,12,Male,5659 Park Avenue,,Barberton,OH,44203,41.01,-81.6,$17856,$36405,31815.0,715,2,36405.0,17856.0,1178,43636.0,2,72.9099825831882,32481,960940.1,29.58468335334503,74.51249061612047,1667.46,4
Yousef El-Mafouk,30,61,1989,12,Male,334 Rose Boulevard,5.0,Lanham,MD,20706,38.96,-76.85,$23500,$47916,69567.0,612,1,47916.0,23500.0,1179,69.0,1,100.0,54,1131.36,20.95111111111111,20.840345012665065,68.18,1
Bobby Morgan,52,67,1967,5,Male,262 First Lane,,Merrill,WI,54452,45.18,-89.7,$19705,$40177,47012.0,698,4,40177.0,19705.0,1180,47592.0,4,98.78130778282063,17155,552118.52,32.184116584086276,76.90861550671568,1237.2,4
Colette Phillips,49,68,1971,2,Female,253 West Drive,,Burlington,WA,98233,48.53,-122.31,$19604,$39969,68456.0,713,3,39969.0,19604.0,1181,37024.0,3,100.0,9926,428313.33999999997,43.15064880112835,66.23163146967596,528.51,3
Cannon Myers,44,61,1975,9,Male,33 Seventh Boulevard,73.0,Alachua,FL,32615,29.77,-82.48,$21979,$44816,63043.0,625,1,44816.0,21979.0,1182,10900.0,1,100.0,14554,369966.15,25.420238422426827,58.33374159191857,1240.76,1
Niko Labelle,32,59,1988,1,Male,835 Main Avenue,,La Mirada,CA,90638,33.9,-118.0,$24845,$50658,72806.0,764,2,50658.0,24845.0,1183,18000.0,2,100.0,1979,160443.9,81.0732187973724,163.61181712078306,1797.98,2
Jaxxon Smith,21,68,1998,8,Male,125 First Avenue,,Antioch,TN,37013,36.04,-86.64,$20236,$41260,80574.0,682,2,41260.0,20236.0,1184,28853.0,2,100.0,91,3417.09,37.550439560439564,41.872008298237446,147.19,3
Reese Morgan,54,58,1965,3,Male,90 Sussex Drive,,Jamaica,NY,11434,40.68,-73.78,$20760,$42332,75213.0,616,6,42332.0,20760.0,1185,94210.0,6,79.8354739411952,17481,466722.32,26.698834162805333,71.36118149722945,1103.74,5
Marlee Ramirez,74,67,1946,1,Female,528 Lake Drive,,Belleville,IL,62226,38.53,-90.0,$22545,$23011,30510.0,721,3,23011.0,22545.0,1186,58823.0,3,51.86746680720127,14276,716223.72,50.16977584757635,70.86330318671288,855.96,4
Jefferson Gomez,64,61,1955,4,Male,66 Grant Lane,6.0,Morrisville,PA,19067,40.2,-74.78,$39495,$87317,41998.0,773,1,87317.0,39495.0,1187,6600.0,1,100.0,7004,572690.76,81.76624214734437,135.0075386918813,2255.93,1
Liana Bailey,72,65,1947,9,Female,521 Main Lane,,Colorado Springs,CO,80913,38.86,-104.76,$14645,$25243,18006.0,730,6,25243.0,14645.0,1188,36829.0,6,48.8908197344484,23351,519101.72,22.23038499421866,52.477383003128566,656.74,3
Joanna Roberts,24,70,1996,2,Female,18360 Valley Avenue,,Orange,CA,92867,33.81,-117.79,$28884,$58893,113715.0,666,3,58893.0,28884.0,1189,36000.0,3,100.0,190,9115.35,47.97552631578947,84.61610492153024,488.45,3
Craig Roberts,24,69,1995,7,Male,3221 Tenth Lane,,Sewell,NJ,8080,39.75,-75.09,$31547,$64319,0.0,757,3,64319.0,31547.0,1190,45074.0,3,0.0,166,7257.01,43.71692771084337,76.45434406299755,527.54,4
Conner Johnson,47,63,1972,8,Male,16893 Fifth Avenue,9.0,Mesquite,TX,75149,32.76,-96.59,$17810,$36319,44737.0,730,4,36319.0,17810.0,1191,43543.0,4,100.0,9486,413753.07,43.61723276407337,84.01242844567501,1061.67,4
Charles Clark,39,66,1980,9,Male,253 Lexington Avenue,6.0,Newport News,VA,23602,37.07,-76.51,$21186,$43192,33517.0,739,3,43192.0,21186.0,1192,56949.0,3,58.85441359813166,11040,557378.26,50.48716123188406,75.34621683521874,984.02,4
Sawyer Wright,46,58,1974,2,Male,95612 South Street,,Brandon,MS,39042,32.28,-90.0,$22304,$45476,67636.0,506,1,45476.0,22304.0,1193,25102.0,1,100.0,7848,402138.18000000005,51.24084862385322,81.77198963961513,1001.23,2
Billy Phillips,31,68,1988,8,Male,6606 Sixth Drive,,Cheyenne,WY,82001,41.14,-104.79,$20255,$41297,34703.0,685,2,41297.0,20255.0,1194,26665.0,2,100.0,6221,253556.15,40.75810159138402,95.12660362230075,833.79,2
Holland Braun,45,63,1975,1,Female,96493 Valley Stream Avenue,,Bethlehem,CT,6751,41.63,-73.21,$26674,$54384,69717.0,622,3,54384.0,26674.0,1195,69442.0,3,100.0,4894,368209.74,75.23697180220678,127.29071191982071,1685.01,5
Amina Perry,43,68,1977,2,Female,754 South Avenue,2178.0,Marion Center,PA,15759,40.77,-79.04,$16071,$32770,103262.0,641,4,32770.0,16071.0,1196,30004.0,4,100.0,17001,606611.34,35.680921122286925,90.21254143173861,2057.53,3
Adrianna Morales,26,66,1993,8,Female,5594 12th Drive,,Culver City,CA,90230,33.99,-118.39,$29972,$61104,79486.0,721,4,61104.0,29972.0,1197,84302.0,4,94.28720552300064,2228,122913.41,55.167598743267504,116.23869586987115,1339.19,5
Lane Labelle,55,67,1964,9,Male,203 Valley Lane,662.0,Mosinee,WI,54455,44.78,-89.68,$23216,$47334,87775.0,701,3,47334.0,23216.0,1198,36563.0,3,100.0,5632,277369.99,49.24893288352273,79.04412951292285,748.03,3
Iris Long,67,69,1952,7,Female,5456 Ninth Avenue,,Philadelphia,PA,19116,39.95,-75.16,$21497,$43828,60231.0,711,3,43828.0,21497.0,1199,50609.0,3,100.0,11761,276210.63,23.485301419947284,70.06298119790947,983.11,4
Emely Bell,47,69,1972,7,Female,646 South Lane,,Reedsville,OH,45772,39.14,-81.78,$16618,$33883,50616.0,524,1,33883.0,16618.0,1200,7600.0,1,100.0,4927,186062.47,37.76384615384615,66.7584174247724,875.81,1
Van Clark,44,72,1975,9,Male,5521 Spruce Avenue,,Montgomery,AL,36106,32.35,-86.28,$25009,$50993,75783.0,675,5,50993.0,25009.0,1201,89969.0,5,84.23234669719571,24119,1100235.0999999999,45.61694514697955,88.55847624513657,3690.6,5
Zane Bailey,48,66,1971,9,Male,829 Grant Boulevard,9.0,Oswego,NY,13126,43.45,-76.5,$20447,$41690,69869.0,763,2,41690.0,20447.0,1202,22063.0,2,100.0,15485,530018.8600000001,34.22788892476591,69.41743991029661,907.72,2
June Ortiz,29,66,1991,1,Female,331 Essex Drive,,Schaumburg,IL,60194,42.03,-88.08,$26545,$54122,166903.0,796,4,54122.0,26545.0,1203,81494.0,4,100.0,17460,809359.47,46.35506701030928,74.17435098421971,2183.61,5
Adan Howard,56,66,1963,3,Male,5651 North Boulevard,,Greenbelt,MD,20770,38.99,-76.88,$26467,$53966,135478.0,747,1,53966.0,26467.0,1204,13600.0,1,100.0,3389,110356.04000000001,32.56300973738566,70.82591334498258,884.43,1
Cecilia Ortiz,20,65,2000,1,Female,599 Hillside Drive,7.0,Telford,PA,18969,40.32,-75.32,$26273,$53569,79540.0,623,1,53569.0,26273.0,1205,21540.0,1,100.0,31,1636.14,52.77870967741936,56.998038887708624,224.09,2
Tatum Masvidal,67,70,1952,5,Male,172 Third Lane,,Chandler,AZ,85226,33.27,-111.94,$32056,$65362,27745.0,743,6,65362.0,32056.0,1206,124539.0,6,22.278161860943158,15428,1207269.1,78.25182136375422,115.02840960495136,1474.83,5
Donovan Diaz,58,72,1961,11,Male,250 Hillside Drive,,Millersburg,OH,44654,40.55,-81.91,$13259,$27035,58050.0,595,2,27035.0,13259.0,1207,23056.0,2,100.0,6860,247809.06,36.12376967930029,78.45530612409635,948.85,2
Aiden Labelle,38,74,1981,6,Male,190 Burns Avenue,,Wooster,OH,44691,40.81,-81.93,$18962,$38663,59053.0,686,3,38663.0,18962.0,1208,49313.0,3,100.0,11649,391240.67999999993,33.58577388617048,73.31938628252267,2202.37,4
Maleah Jenkins,22,65,1998,2,Female,637 Main Avenue,8.0,Lakewood,CA,90715,33.84,-118.07,$21940,$44740,103896.0,651,1,44740.0,21940.0,1209,10015.0,1,100.0,67,2827.32,42.19880597014926,55.172474575761946,421.42,1
Nova Morris,43,70,1976,9,Female,534 Sixth Boulevard,,Harvey,LA,70058,29.88,-90.06,$19126,$38994,0.0,728,4,38994.0,19126.0,1210,8624.0,4,0.0,13501,449721.19999999995,33.31021405821791,81.6557680381388,1756.95,1
Aleah Torres,54,67,1965,10,Female,3067 First Street,558.0,Dover,OH,44622,40.52,-81.47,$18794,$38318,93284.0,748,6,38318.0,18794.0,1211,76340.0,6,100.0,13295,407489.82,30.64985483264385,68.1679177828484,1456.18,5
Audrey Lee,42,73,1977,11,Female,8027 Main Drive,134.0,Mesquite,TX,75150,32.76,-96.59,$18452,$37623,923.0,726,6,37623.0,18452.0,1212,40124.0,6,2.3003688565447113,15272,783937.5599999999,51.33168936616029,67.62071964892917,808.69,3
Edward Cruz,32,65,1987,10,Male,702 Grant Drive,,San Ramon,CA,94583,37.78,-121.99,$0,$2365,0.0,769,3,2365.0,0.0,1213,1851.0,3,0.0,6624,119970.63,18.111508152173915,53.23444863556722,2554.03,1
Karina Leroux,50,65,1969,12,Female,477 Madison Lane,5.0,Daly City,CA,94014,37.68,-122.43,$23752,$48428,72566.0,654,1,48428.0,23752.0,1214,58.0,1,100.0,332,8029.18,24.184277108433736,37.484571457721025,99.0,1
Brycen Bell,58,66,1961,11,Male,50 Spruce Street,,Sacramento,CA,95823,38.47,-121.44,$15290,$31177,18859.0,689,5,31177.0,15290.0,1215,63606.0,5,29.649718580008177,10891,439520.54000000004,40.35630704251217,67.18315418585398,1165.59,4
Beckham Lopez,38,69,1981,10,Male,4232 Grant Drive,25.0,Leakesville,MS,39451,31.15,-88.55,$18746,$38223,30756.0,725,4,38223.0,18746.0,1216,74035.0,4,41.542513675964074,7139,200645.81,28.105590418826164,81.61907050632263,1230.02,5
Mckinley Young,53,64,1966,9,Female,634 Grant Boulevard,51.0,Atlanta,GA,30312,33.74,-84.37,$30157,$61490,116180.0,647,1,61490.0,30157.0,1217,27320.0,1,100.0,11725,843264.2899999999,71.92019530916843,163.69246476377424,2023.02,2
Mercy Phillips,41,78,1978,10,Female,9872 Lexington Street,,Alpharetta,GA,30004,34.06,-84.27,$45132,$92017,157723.0,703,3,92017.0,45132.0,1218,97155.0,3,100.0,19503,811331.55,41.60034610059991,83.70730455797619,1479.79,5
Ronan Thomas,43,69,1976,12,Male,85 East Drive,,El Paso,TX,79904,31.84,-106.43,$12313,$25109,92.0,850,3,25109.0,12313.0,1219,24463.0,3,0.3760781588521441,15711,482627.48,30.71908089873337,54.60329573554033,952.66,2
Fox Martinez,44,68,1975,5,Male,310 Bayview Boulevard,6.0,Saint Louis,MO,63112,38.63,-90.24,$19874,$40522,81572.0,801,5,40522.0,19874.0,1220,58637.0,5,100.0,13384,360181.41000000003,26.91134264793784,64.89361139506224,938.84,4
Koa Thompson,46,67,1973,4,Male,5692 Jefferson Boulevard,1.0,Hurst,TX,76054,32.83,-97.17,$30913,$63030,93406.0,791,5,63030.0,30913.0,1221,89697.0,5,100.0,20054,860626.3799999999,42.91544729231075,77.65377480094983,1628.89,5
Braylon Cox,61,65,1958,7,Male,8794 Catherine Lane,,Shelbyville,IN,46176,39.52,-85.77,$18324,$37362,21600.0,703,4,37362.0,18324.0,1222,57186.0,4,37.77148253068933,16145,544281.23,33.712061319293895,70.07534007650614,1133.81,4
Colson Nguyen,52,68,1967,7,Male,9028 Valley Stream Avenue,,Albany,NY,12203,42.66,-73.79,$27005,$55059,162462.0,735,3,55059.0,27005.0,1223,68471.0,3,100.0,20614,1449451.0899999999,70.3139172407102,75.20538989586387,1101.92,5
Frida Burns,49,67,1970,12,Female,676 Bayview Street,,Bothell,WA,98021,47.79,-122.2,$33226,$67743,67132.0,752,3,67743.0,33226.0,1224,68375.0,3,98.18208409506398,18452,1287660.31,69.78432202471276,109.0644314620777,2432.54,5
Amia Smith,33,65,1986,7,Female,3177 Oak Avenue,5.0,Johnson City,TN,37604,36.33,-82.36,$20142,$41069,64073.0,644,3,41069.0,20142.0,1225,51231.0,3,100.0,25702,1357319.2499999998,52.809868881799076,53.88526471111063,751.31,4
Declan Wilson,34,65,1985,9,Male,6781 Ocean View Drive,,Gainesville,GA,30504,34.29,-83.83,$15814,$32245,43097.0,625,1,32245.0,15814.0,1226,19132.0,1,100.0,11367,431154.04000000004,37.93032814286971,62.83830670950973,848.92,2
Keyla White,44,68,1975,6,Female,8476 Lincoln Street,,Charleston,SC,29492,32.78,-79.99,$41380,$84365,113529.0,796,5,84365.0,41380.0,1227,122516.0,5,92.66463155832707,25078,1261500.0099999998,50.303054868809305,123.02947651150797,1662.17,5
Ishaan Roman,55,65,1965,2,Male,7035 River Boulevard,,Silver Spring,MD,20901,39.01,-77.02,$30794,$62791,193215.0,692,4,62791.0,30794.0,1228,118577.0,4,100.0,28639,1483507.97,51.80027130835574,69.28796766624757,3102.02,5
Cyrus Myers,31,61,1988,4,Male,558 North Street,,Poland,ME,4274,44.06,-70.39,$22283,$45433,91998.0,523,1,45433.0,22283.0,1229,5900.0,1,100.0,4009,122332.06,30.514357695185833,54.928595045722304,878.6,1
Leandro Anderson,36,62,1984,2,Male,5867 East Street,,Lake George,NY,12845,43.42,-73.71,$20371,$41537,128044.0,582,1,41537.0,20371.0,1230,70.0,1,100.0,4569,144572.47999999998,31.642039833661627,62.346409102263145,1100.41,1
Jefferson Jenkins,58,71,1961,10,Male,3817 Martin Luther King Avenue,,Palos Verdes Peninsula,CA,90274,33.77,-118.34,$58517,$119308,89328.0,789,6,119308.0,58517.0,1231,390933.0,6,22.8499512704223,17684,1939929.94,109.6997251752997,149.76612778504767,2124.26,5
Cadence Fisher,25,66,1994,10,Female,6444 Maple Lane,,The Villages,FL,32162,28.92,-81.92,$8491,$17310,21853.0,749,2,17310.0,8491.0,1232,18062.0,2,100.0,367,12503.68,34.0699727520436,57.297669355945324,420.0,2
Gael James,75,66,1944,9,Male,239 Third Drive,,Dorchester Center,MA,2124,42.35,-71.06,$21695,$41316,22629.0,826,1,41316.0,21695.0,1233,20174.0,1,100.0,5430,241443.1,44.46465930018417,98.87593449355694,799.09,2
Santana Masvidal,52,65,1967,3,Male,14813 El Camino Drive,,Eastpointe,MI,48021,42.46,-82.94,$18487,$37686,41173.0,739,4,37686.0,18487.0,1234,84016.0,4,49.00614168729766,20580,566565.75,27.529919825072888,60.13336106369492,1043.59,5
Rylan Murphy,62,69,1957,3,Female,628 Third Avenue,,Sterling,NE,68443,40.46,-96.37,$17420,$35519,111115.0,744,1,35519.0,17420.0,1235,13461.0,1,100.0,8963,384033.99,42.846590427312286,128.71276470616473,1943.82,1
Julissa Allen,90,71,1929,10,Female,350 Main Boulevard,53.0,Palm Coast,FL,32137,29.57,-81.21,$17142,$31805,614.0,755,6,31805.0,17142.0,1236,72097.0,6,0.8516304423207622,42836,1917875.0199999998,44.77250490241852,57.56443636883999,2213.08,5
Barbara Phillips,43,58,1977,2,Female,973 River Street,,Seabrook,TX,77586,29.56,-95.02,$37415,$76288,120771.0,710,4,76288.0,37415.0,1237,84564.0,4,100.0,30103,1580865.76,52.51522306746836,65.66323326119894,1397.68,5
Margaret Williams,49,67,1970,6,Female,364 Plum Lane,,Green Bay,WI,54302,44.52,-87.98,$16801,$34255,36094.0,708,4,34255.0,16801.0,1238,26773.0,4,100.0,14520,415272.94000000006,28.600064738292016,67.3851789272624,1159.07,2
Zackary Lewis,24,65,1996,1,Male,34 Oak Boulevard,,Creswell,OR,97426,43.9,-123.02,$18364,$37443,0.0,745,1,37443.0,18364.0,1239,11200.0,1,0.0,90,4676.68,51.96311111111111,42.43825207533737,166.71,1
Beau Perry,51,65,1968,4,Male,822 Martin Luther King Drive,,Mesa,AZ,85213,33.44,-111.76,$25005,$50980,0.0,754,4,50980.0,25005.0,1240,77236.0,4,0.0,10072,648697.16,64.40599285146942,104.24597101577305,2801.0,5
Alexandria Bell,70,66,1949,10,Female,990 North Lane,51.0,Navarre,FL,32566,30.36,-87.17,$20045,$29164,19851.0,625,4,29164.0,20045.0,1241,63368.0,4,31.326537053402348,8363,392441.38,46.9259093626689,90.13377021238325,998.14,4
Noa Robinson,77,67,1942,12,Female,7239 Hill Lane,,Lebanon,PA,17042,40.34,-76.42,$20983,$30457,19314.0,520,5,30457.0,20983.0,1242,55294.0,5,34.92964878648678,9507,455605.91,47.923205006837065,59.5218713444368,816.51,4
Winnie James,47,67,1973,1,Female,820 Second Lane,6200.0,Los Angeles,CA,90062,34.0,-118.3,$13614,$27763,59691.0,691,1,27763.0,13614.0,1243,6000.0,1,100.0,13288,517307.77999999997,38.93044701986755,63.79323315193528,784.46,1
Abram Lewis,29,60,1990,12,Male,22 Mill Drive,,Chula Vista,CA,91910,32.63,-117.05,$20102,$40988,89801.0,540,3,40988.0,20102.0,1244,24319.0,3,100.0,212,11041.82,52.08405660377358,47.406756111902446,227.99,2
Zachary Myers,68,64,1951,12,Male,973 Federal Drive,,Clayton,NC,27520,35.64,-78.45,$22644,$38637,30595.0,643,4,38637.0,22644.0,1245,53527.0,4,57.158069759186944,14525,583138.97,40.14726127366609,68.56757489994412,895.3,4
Jonathan Adams,46,67,1973,10,Male,9232 Mill Drive,,Somerset,NJ,8873,40.49,-74.48,$32610,$66489,45974.0,729,4,66489.0,32610.0,1246,75189.0,4,61.14458231922223,14759,699513.12,47.395698895589135,91.67285534237577,5064.75,5
Roman Brooks,51,65,1968,12,Male,919 Martin Luther King Lane,,Raymore,MO,64083,38.81,-94.45,$24981,$50936,88447.0,681,3,50936.0,24981.0,1247,21492.0,3,100.0,13261,564323.69,42.5551383756881,83.39894989619403,3130.93,2
Noemi Sullivan,41,72,1978,3,Female,98086 Essex Drive,2.0,Laurel,MT,59044,45.6,-108.68,$19625,$40012,59472.0,849,4,40012.0,19625.0,1248,63481.0,4,93.68472456325514,20077,542970.31,27.044394580863678,65.30393265386911,965.63,4
Keegan Perry,50,71,1969,3,Male,772 Fifth Boulevard,8.0,Alta,IA,51002,42.67,-95.3,$16901,$34456,54634.0,752,4,34456.0,16901.0,1249,50629.0,4,100.0,65644,1984590.11,30.232620041435624,65.49641855131127,2697.93,4
Darren Murphy,59,67,1960,8,Male,6310 Sixth Street,2695.0,La Porte,TX,77571,29.66,-95.04,$26170,$53357,114266.0,690,5,53357.0,26170.0,1250,108566.0,5,100.0,18762,831174.8699999999,44.300973776782854,73.15510505438442,1083.78,5
Duncan Nguyen,28,65,1991,11,Male,914 George Street,5.0,Brooklyn,NY,11232,40.64,-73.94,$16985,$34629,34484.0,721,3,34629.0,16985.0,1251,23000.0,3,100.0,3727,151917.61000000002,40.76136570968608,77.0230857011234,498.0,2
Angelo Gutierrez,34,71,1985,9,Male,79948 Sixth Avenue,,Purcell,OK,73080,35.01,-97.37,$18137,$36983,58895.0,768,4,36983.0,18137.0,1252,57619.0,4,100.0,9820,496904.61,50.60128411405295,65.2732961441517,990.1,4
Halle Parker,49,67,1970,11,Female,803 Plum Avenue,,South Gate,CA,90280,33.94,-118.2,$14528,$29621,0.0,730,3,29621.0,14528.0,1253,23736.0,3,0.0,3343,132068.68,39.50603649416691,71.9937128017054,630.4,2
Rowen Brooks,64,67,1955,6,Male,317 Wessex Boulevard,,Clinton,MI,49236,42.06,-83.97,$20108,$41002,97188.0,685,6,41002.0,20108.0,1254,59987.0,6,100.0,15133,423357.82999999996,27.97580321152448,63.323052742694465,1199.16,4
Dennis Rodriguez,52,69,1967,7,Male,7970 Little Creek Drive,6.0,Lincolnton,GA,30817,33.79,-82.47,$14717,$30011,84166.0,589,1,30011.0,14717.0,1255,3400.0,1,100.0,21330,428394.92000000004,20.084150023441165,41.46465230568911,558.53,1
Rylie Cooper,32,72,1987,3,Female,4460 11th Avenue,1.0,Rockford,IL,61107,42.27,-89.06,$24589,$50137,90747.0,679,1,50137.0,24589.0,1256,6824.0,1,100.0,82,7990.51,97.44524390243903,142.56686894248068,1050.59,1
